"","Year","Country","Region","Happiness_Score","Generosity_Score","Corruption_Score","GDP_Score","Life_Expectancy_Score","Social_Score"
"61",2015-01-01,"Malaysia","Southeastern Asia",5.77,0.33075,-0.320007763622039,0.691412598033359,0.72394,1.07023
"62",2015-01-01,"Croatia","Central and Eastern Europe",5.759,0.05444,-0.992400173514443,0.586431653728053,0.78805,0.79624
"63",2015-01-01,"Libya","Middle East and Northern Africa",5.754,0.18295,-0.276520111786599,0.707760056043094,0.7038,1.11862
"64",2015-01-01,"Russia","Central and Eastern Europe",5.716,0.00199,-0.944497108753183,0.723115255600037,0.66926,1.23617
"65",2015-01-01,"Jamaica","Latin America and Caribbean",5.709,0.2123,-1.00331374131223,-0.0887009975510621,0.68741,1.15102
"66",2015-01-01,"North Cyprus","Western Europe",5.695,0.26169,-0.00518049104325116,0.897802356213923,0.92356,1.07008
"67",2015-01-01,"Cyprus","Western Europe",5.689,0.30638,-0.682821410639933,0.897976001443161,0.92356,0.89318
"68",2015-01-01,"Algeria","Middle East and Northern Africa",5.605,0.07822,0.253329439311864,0.231079095322213,0.61766,1.07772
"69",2015-01-01,"Kosovo","Central and Eastern Europe",5.589,0.2831,-0.799871508013099,-0.110778748125666,0.63132,0.81198
"70",2015-01-01,"Turkmenistan","Central and Eastern Europe",5.548,0.16979,1.37476101279243,0.27865788813355,0.53886,1.22668
"71",2015-01-01,"Mauritius","Sub-Saharan Africa",5.477,0.37744,-0.568270603602136,0.400556839058946,0.7095,0.98521
"72",2015-01-01,"Hong Kong","Eastern Asia",5.474,0.39478,1.89794578966324,1.33930775478336,1.01328,1.05818
"73",2015-01-01,"Estonia","Central and Eastern Europe",5.429,0.0868,0.0701314577292346,0.758092366060926,0.77361,1.22791
"74",2015-01-01,"Indonesia","Southeastern Asia",5.399,0.51535,-1.19484269067942,-0.0443222382499769,0.63793,1.08708
"75",2015-01-01,"Vietnam","Southeastern Asia",5.36,0.1686,-0.325006344292779,-0.530801751192169,0.74676,0.91226
"76",2015-01-01,"Turkey","Middle East and Northern Africa",5.332,0.12253,0.116951496678501,0.532948923122608,0.73172,0.94632
"77",2015-01-01,"Kyrgyzstan","Central and Eastern Europe",5.286,0.3003,-0.842276134036546,-0.922446162508846,0.65088,1.15115
"78",2015-01-01,"Nigeria","Sub-Saharan Africa",5.268,0.27233,-0.859104688961371,-0.475756213523579,0.16007,0.90432
"79",2015-01-01,"Bhutan","Southern Asia",5.253,0.47998,0.0918752836469546,-0.1878276169849,0.57407,1.10395
"80",2015-01-01,"Azerbaijan","Central and Eastern Europe",5.212,0.07799,0.14352728391127,0.440941758087547,0.64045,0.93793
"81",2015-01-01,"Pakistan","Southern Asia",5.194,0.33671,-0.323090221702329,-0.621915883619719,0.51466,0.41411
"82",2015-01-01,"Jordan","Middle East and Northern Africa",5.192,0.11053,-0.00409746523125752,0.138526188138117,0.69639,1.05392
"83",2015-01-01,"Montenegro","Central and Eastern Europe",5.192,0.1614,-0.00384753619772049,0.318124968093319,0.72521,0.90557
"84",2015-01-01,"China","Eastern Asia",5.14,0.08185,-0.963158476590613,0.109105725012858,0.81658,0.94675
"85",2015-01-01,"Zambia","Sub-Saharan Africa",5.129,0.19591,-0.156137627299606,-0.93212068242356,0.29924,0.91612
"86",2015-01-01,"Romania","Central and Eastern Europe",5.124,0.13748,-1.14077470975758,0.489463196429035,0.7689,0.88588
"87",2015-01-01,"Serbia","Central and Eastern Europe",5.123,0.19231,-0.976821263757303,0.184542173886307,0.74836,1.00964
"88",2015-01-01,"Portugal","Western Europe",5.102,0.13719,-1.10503485796179,0.778359244959185,0.87519,1.13935
"89",2015-01-01,"Latvia","Central and Eastern Europe",5.098,0.18226,-0.667325810560638,0.662289812443938,0.72437,1.09562
"90",2015-01-01,"Philippines","Southeastern Asia",5.073,0.24991,-0.171883156412437,-0.349317680176664,0.58114,1.03516
"91",2015-01-01,"Somaliland region","Sub-Saharan Africa",5.057,0.50318,2.1315461263425,-1.63143963348946,0.43873,0.95152
"92",2015-01-01,"Morocco","Middle East and Northern Africa",5.013,0.07172,-0.482878183810324,-0.276213038667274,0.60954,0.64095
"93",2015-01-01,"Macedonia","Central and Eastern Europe",5.007,0.22359,-0.751052036795537,0.179531268699712,0.73545,1.00232
"94",2015-01-01,"Mozambique","Sub-Saharan Africa",4.971,0.22269,0.10503821274657,-1.89287492933861,0.09131,1.02626
"95",2015-01-01,"Albania","Central and Eastern Europe",4.959,0.14272,-0.660577726655139,0.080702326801711,0.81325,0.80434
"96",2015-01-01,"Bosnia and Herzegovina","Central and Eastern Europe",4.949,0.24808,-1.17593139380845,-0.0344988795673441,0.79081,0.91916
"97",2015-01-01,"Lesotho","Sub-Saharan Africa",4.898,0.16388,-0.153138478897161,-1.16760841973223,0.07612,1.04103
"98",2015-01-01,"Dominican Republic","Latin America and Caribbean",4.885,0.21684,-0.00901273622415212,0.122129117205743,0.66825,1.17202
"99",2015-01-01,"Laos","Southeastern Asia",4.876,0.42192,0.825333687400235,-0.633748565669254,0.54909,0.73803
"100",2015-01-01,"Mongolia","Eastern Asia",4.874,0.3323,-0.972739089542865,-0.0445206899405351,0.60268,1.3006
"101",2015-01-01,"Swaziland","Sub-Saharan Africa",4.867,0.18259,-0.939915076471671,-0.332598125247133,0.07566,1.07284
"102",2015-01-01,"Greece","Western Europe",4.857,0,-1.07845907072902,0.763847465087115,0.88213,0.92933
"103",2015-01-01,"Lebanon","Middle East and Northern Africa",4.839,0.21854,-0.813117746790561,0.445282888818508,0.83947,0.80001
"104",2015-01-01,"Hungary","Central and Eastern Europe",4.8,0.128,-0.965074599181063,0.681688465196005,0.75905,1.20215
"105",2015-01-01,"Honduras","Latin America and Caribbean",4.788,0.23027,-0.626254139382723,-0.622188754694237,0.6951,0.95348
"106",2015-01-01,"Tajikistan","Central and Eastern Europe",4.786,0.22974,0.0608007738105195,-1.13034911482992,0.57379,0.85563
"107",2015-01-01,"Tunisia","Middle East and Northern Africa",4.739,0.06431,-0.665159758936651,0.0868047162863767,0.73793,0.60429
"108",2015-01-01,"Palestinian Territories","Middle East and Northern Africa",4.715,0.11251,-0.119731298081048,-0.613878590152111,0.66015,0.92558
"109",2015-01-01,"Bangladesh","Southern Asia",4.694,0.21222,-0.147723349837193,-1.11283575313815,0.60164,0.43106
"110",2015-01-01,"Iran","Middle East and Northern Africa",4.686,0.38086,-0.706398049470257,0.403508807955999,0.69805,0.54447
"111",2015-01-01,"Ukraine","Central and Eastern Europe",4.681,0.15275,-0.948162734578392,-0.116757105303733,0.6739,1.20278
"112",2015-01-01,"Iraq","Middle East and Northern Africa",4.677,0.17922,-0.046168852543321,0.345684946619594,0.60237,0.81889
"113",2015-01-01,"South Africa","Sub-Saharan Africa",4.642,0.11973,-0.454719512698488,0.184442948041028,0.27688,1.18468
"114",2015-01-01,"Ghana","Sub-Saharan Africa",4.633,0.23087,-0.832029043661528,-0.745576093298819,0.40132,0.67954
"115",2015-01-01,"Zimbabwe","Sub-Saharan Africa",4.61,0.18987,-0.521783803364252,-1.42671190821732,0.33475,1.03276
"116",2015-01-01,"Liberia","Sub-Saharan Africa",4.571,0.24362,-0.675656778345205,-1.92234500538651,0.34201,0.78968
"117",2015-01-01,"India","Southern Asia",4.565,0.26475,-0.48737690641399,-0.498975061318893,0.51529,0.38174
"118",2015-01-01,"Sudan","Sub-Saharan Africa",4.55,0.19062,0.0264771865381035,-0.806376729993598,0.36878,1.01404
"119",2015-01-01,"Haiti","Latin America and Caribbean",4.518,0.46187,0.236001026319964,-1.43730426720087,0.38847,0.74302
"120",2015-01-01,"Congo (Kinshasa)","Sub-Saharan Africa",4.517,0.24834,-0.559606397106187,-2.09896700998334,0.09806,1.0012
"121",2015-01-01,"Nepal","Southern Asia",4.514,0.32296,-0.702732423645048,-1.20600882185524,0.56874,0.86449
"122",2015-01-01,"Ethiopia","Sub-Saharan Africa",4.512,0.24325,0.0588013415422235,-1.62583337323119,0.44055,0.60406
"123",2015-01-01,"Sierra Leone","Sub-Saharan Africa",4.507,0.21488,-0.462883861127363,-1.27975843135895,0,0.95571
"124",2015-01-01,"Mauritania","Sub-Saharan Africa",4.436,0.219,0.259827594183826,-0.97258002083612,0.35874,0.86908
"125",2015-01-01,"Kenya","Sub-Saharan Africa",4.419,0.37542,-0.708397481738554,-1.19425055918967,0.41435,0.99876
"126",2015-01-01,"Djibouti","Sub-Saharan Africa",4.369,0.18093,1.14657580517314,-1.00686255038006,0.36291,0.59207
"127",2015-01-01,"Armenia","Central and Eastern Europe",4.35,0.07855,-0.869934947081308,-0.193309844936572,0.7299,0.77711
"128",2015-01-01,"Botswana","Sub-Saharan Africa",4.332,0.10461,-0.155637769232532,0.365678954443336,0.04776,1.10464
"129",2015-01-01,"Myanmar","Southeastern Asia",4.307,0.79588,0.390873717435065,-1.42651345652676,0.48246,0.70905
"130",2015-01-01,"Georgia","Central and Eastern Europe",4.297,0.05547,1.99850057082296,-0.258575644668911,0.72926,0.38562
"131",2015-01-01,"Malawi","Sub-Saharan Africa",4.292,0.33128,-0.613591068350181,-2.05917744602641,0.22562,0.41134
"132",2015-01-01,"Sri Lanka","Southern Asia",4.271,0.40828,-0.430143157734015,-0.0270321347100907,0.70806,1.01905
"133",2015-01-01,"Cameroon","Sub-Saharan Africa",4.252,0.20618,-0.712812894664374,-1.05089401922266,0.23402,0.88767
"134",2015-01-01,"Bulgaria","Central and Eastern Europe",4.218,0.11921,-1.122196651598,0.411843778959445,0.76649,1.10614
"135",2015-01-01,"Egypt","Middle East and Northern Africa",4.194,0.11291,-0.667992287983403,0.0884667491948021,0.61712,0.747
"136",2015-01-01,"Yemen","Middle East and Northern Africa",4.077,0.09131,-0.540528480879528,-0.743318705318719,0.40064,0.68093
"137",2015-01-01,"Angola","Sub-Saharan Africa",4.033,0.12344,-0.601511165062559,-0.219182984093101,0.16683,0.8604
"138",2015-01-01,"Mali","Sub-Saharan Africa",3.995,0.18798,-0.165801549929703,-1.45216333753141,0.20583,1.03526
"139",2015-01-01,"Congo (Brazzaville)","Sub-Saharan Africa",3.989,0.12388,-0.22128579537492,-0.415451706055195,0.31051,0.6629
"140",2015-01-01,"Comoros","Sub-Saharan Africa",3.956,0.17441,0.463019898449415,-1.5059437456727,0.36315,0.79273
"141",2015-01-01,"Uganda","Sub-Saharan Africa",3.931,0.29066,-0.589431261774936,-1.57550106321336,0.33861,1.13299
"142",2015-01-01,"Senegal","Sub-Saharan Africa",3.904,0.20843,-0.302346111918757,-1.19358078473403,0.4354,0.97619
"143",2015-01-01,"Gabon","Sub-Saharan Africa",3.896,0.06822,-0.270855053693094,0.531113244984945,0.43372,0.90528
"144",2015-01-01,"Niger","Sub-Saharan Africa",3.845,0.19387,0.108037361149015,-1.92681016842407,0.29707,0.77265
"145",2015-01-01,"Cambodia","Southeastern Asia",3.819,0.40359,-0.59109745533185,-0.956927143743339,0.61114,0.62736
"146",2015-01-01,"Tanzania","Sub-Saharan Africa",3.781,0.34377,-0.716061972100355,-1.39148673314323,0.38215,1.00268
"147",2015-01-01,"Madagascar","Sub-Saharan Africa",3.681,0.21333,-0.518034867861197,-1.58239725946026,0.46721,0.66801
"148",2015-01-01,"Central African Republic","Sub-Saharan Africa",3.678,0.23835,-0.504288771016661,-1.90423628862307,0.06699,0
"149",2015-01-01,"Chad","Sub-Saharan Africa",3.667,0.18386,-0.755883998110585,-1.25075967807613,0.1501,0.76062
"150",2015-01-01,"Guinea","Sub-Saharan Africa",3.656,0.28657,-0.183546511310831,-1.66691287317674,0.24009,0.46475
"151",2015-01-01,"Ivory Coast","Sub-Saharan Africa",3.655,0.20165,0.29823335567068,-0.944623138928729,0.15185,0.77115
"152",2015-01-01,"Burkina Faso","Sub-Saharan Africa",3.587,0.21747,-0.125812904563782,-1.4586626303972,0.27125,0.85188
"153",2015-01-01,"Afghanistan","Southern Asia",3.575,0.3651,-0.385155931697353,-1.30560676405416,0.30335,0.30285
"154",2015-01-01,"Rwanda","Sub-Saharan Africa",3.465,0.22628,3.40310173930096,-1.54806511699368,0.42864,0.7737
"155",2015-01-01,"Benin","Sub-Saharan Africa",3.34,0.1826,-0.527532171135603,-1.38788979625187,0.3191,0.35386
"156",2015-01-01,"Syria","Middle East and Northern Africa",3.006,0.47179,0.380210078670819,-0.453802495255574,0.72193,0.47489
"157",2015-01-01,"Burundi","Sub-Saharan Africa",2.905,0.19727,-0.356580712196288,-2.06101312416408,0.22396,0.41587
"158",2015-01-01,"Togo","Sub-Saharan Africa",2.839,0.16681,-0.300846537717535,-1.58130577516219,0.28443,0.13995
"159",2016-01-01,"Denmark","Western Europe",7.526,0.36171,2.76397711614379,1.18251484395701,0.79504,1.16374
"160",2016-01-01,"Switzerland","Western Europe",7.509,0.28083,2.4712842869654,1.38986082731481,0.86303,1.14524
"161",2016-01-01,"Iceland","Western Europe",7.501,0.47678,0.10920812582977,1.14586877419231,0.86733,1.18326
"162",2016-01-01,"Norway","Western Europe",7.498,0.37895,1.98253229190352,1.51131152545694,0.79579,1.1269
"163",2016-01-01,"Finland","Western Europe",7.413,0.25492,2.45336247988648,1.09574703327075,0.81091,1.13464
"164",2016-01-01,"Canada","North America and ANZ",7.404,0.44834,1.58203844225543,1.17856424252074,0.8276,1.0961
"165",2016-01-01,"Netherlands","Western Europe",7.339,0.47416,1.45577525871447,1.23801715861386,0.81231,1.02912
"166",2016-01-01,"New Zealand","North America and ANZ",7.334,0.49401,2.53441587873588,0.985905771251169,0.83096,1.17278
"167",2016-01-01,"Australia","North America and ANZ",7.313,0.47407,1.67227789297443,1.18893760089328,0.8512,1.10476
"168",2016-01-01,"Sweden","Western Europe",7.291,0.38254,2.44102435139496,1.20682437304034,0.83121,1.08764
"169",2016-01-01,"Israel","Middle East and Northern Africa",7.267,0.32288,-0.453392521517123,0.930161088408044,0.84917,0.99537
"170",2016-01-01,"Austria","Western Europe",7.119,0.32865,0.683156249015579,1.20335850797661,0.80565,1.08383
"171",2016-01-01,"United States","North America and ANZ",7.104,0.41077,0.099571777299897,1.34291410963345,0.779,1.04782
"172",2016-01-01,"Costa Rica","Latin America and Caribbean",7.087,0.22553,-0.289574596509279,0.278505745971904,0.76146,1.02152
"173",2016-01-01,"Puerto Rico","NA",7.039,0.22202,-0.133952070718431,0.982924642559993,0.77758,1.08113
"174",2016-01-01,"Germany","Western Europe",6.994,0.30452,1.33185361780695,1.19727506650113,0.81487,1.09774
"175",2016-01-01,"Brazil","Latin America and Caribbean",6.952,0.15776,0.0363501261973648,0.323949780898365,0.61415,1.03938
"176",2016-01-01,"Belgium","Western Europe",6.929,0.2424,1.12444697608454,1.14279069822663,0.81959,1.05249
"177",2016-01-01,"Ireland","Western Europe",6.907,0.44963,1.44019499426898,1.28341271990307,0.81455,1.16157
"178",2016-01-01,"Luxembourg","Western Europe",6.871,0.27571,1.94227577047498,1.80234724353531,0.84542,1.03999
"179",2016-01-01,"Mexico","Latin America and Caribbean",6.778,0.11735,0.413608668175295,0.390697979398352,0.71143,0.7146
"180",2016-01-01,"Singapore","Southeastern Asia",6.739,0.32706,2.99218746357088,1.67638849712848,0.94719,0.86758
"181",2016-01-01,"United Kingdom","Western Europe",6.725,0.50156,1.22810526727971,1.08811243540311,0.80991,1.08672
"182",2016-01-01,"Chile","Latin America and Caribbean",6.705,0.31595,-0.208160960331659,0.636992530290457,0.81883,0.90587
"183",2016-01-01,"Panama","Latin America and Caribbean",6.701,0.2418,-0.480860617793864,0.555459872427729,0.70835,0.98912
"184",2016-01-01,"Argentina","Latin America and Caribbean",6.65,0.10989,-0.582357485019724,0.478653394197353,0.69711,1.06612
"185",2016-01-01,"Czech Republic","Central and Eastern Europe",6.596,0.09929,-0.880453874121407,0.861061918501195,0.76376,1.00793
"186",2016-01-01,"United Arab Emirates","Middle East and Northern Africa",6.573,0.26591,1.96316953551172,1.50181069255498,0.72993,0.87114
"187",2016-01-01,"Uruguay","Latin America and Caribbean",6.545,0.18056,0.687298978290104,0.55184858645224,0.72183,1.03143
"188",2016-01-01,"Malta","Western Europe",6.488,0.56237,0.341471143199329,0.857838421623745,0.80315,1.09879
"189",2016-01-01,"Colombia","Latin America and Caribbean",6.481,0.15626,-0.753200037927849,0.185266704712119,0.59659,1.02169
"190",2016-01-01,"France","Western Europe",6.478,0.1216,0.364346213541271,1.06884416459429,0.83795,1.00508
"191",2016-01-01,"Thailand","Southeastern Asia",6.474,0.58696,-0.984292283980694,0.328215460976796,0.64915,1.04477
"192",2016-01-01,"Saudi Arabia","Middle East and Northern Africa",6.379,0.15457,1.46307006461092,1.29824565290307,0.59267,0.84829
"193",2016-01-01,"Taiwan","Eastern Asia",6.379,0.25495,-0.64233700016828,1.0746852378835,0.79565,0.92624
"194",2016-01-01,"Qatar","Middle East and Northern Africa",6.375,0.32388,3.08783047421317,2.10954891963819,0.71723,0.87964
"195",2016-01-01,"Spain","Western Europe",6.361,0.17665,-0.68673625087134,0.94196441907961,0.87896,1.12945
"196",2016-01-01,"Algeria","Middle East and Northern Africa",6.355,0.07044,0.215658256318649,0.239411757525834,0.61804,0.83309
"197",2016-01-01,"Guatemala","Latin America and Caribbean",6.324,0.28808,-0.455824123482605,-0.289241730376017,0.54039,0.87119
"198",2016-01-01,"Suriname","Latin America and Caribbean",6.269,0.16665,-0.0963973292515418,0.346538495859145,0.50933,0.77866
"199",2016-01-01,"Kuwait","Middle East and Northern Africa",6.239,0.15965,0.892183958714977,1.6075316954079,0.63569,0.87758
"200",2016-01-01,"Bahrain","Middle East and Northern Africa",6.218,0.17147,1.08157873402641,1.17878237388838,0.65696,0.94397
"201",2016-01-01,"Trinidad and Tobago","Latin America and Caribbean",6.168,0.31935,-1.12766674061208,0.901222326966873,0.52608,0.98569
"202",2016-01-01,"Venezuela","Latin America and Caribbean",6.084,0.0425,-0.491577678308396,0.435754225226773,0.61904,1.03302
"203",2016-01-01,"Slovakia","Central and Eastern Europe",6.078,0.13837,-0.974025520126437,0.789757198099249,0.70367,1.08268
"204",2016-01-01,"El Salvador","Latin America and Caribbean",6.068,0.08877,-0.283630680593656,-0.194330348630939,0.596,0.80975
"205",2016-01-01,"Malaysia","Southeastern Asia",6.005,0.41474,-0.421601577301747,0.72114276456495,0.62366,0.88025
"206",2016-01-01,"Nicaragua","Latin America and Caribbean",5.992,0.29773,0.227816266146059,-0.630253768464182,0.65213,0.89521
"207",2016-01-01,"Uzbekistan","Central and Eastern Europe",5.987,0.34326,1.31222068341898,-0.528289472498517,0.50163,1.1681
"208",2016-01-01,"Italy","Western Europe",5.977,0.16684,-1.0092387189599,0.972066547814898,0.85102,1.04167
"209",2016-01-01,"Ecuador","Latin America and Caribbean",5.976,0.10074,0.384969800581841,0.0464866812513642,0.68613,0.85974
"210",2016-01-01,"Belize","NA",5.956,0.23684,-0.269401306128984,-0.188368091248587,0.45569,0.68655
"211",2016-01-01,"Japan","Eastern Asia",5.921,0.10224,0.470346047369876,1.03294943620704,0.91491,1.06054
"212",2016-01-01,"Kazakhstan","Central and Eastern Europe",5.919,0.15011,-0.236889887257169,0.667846000403196,0.57386,0.95544
"213",2016-01-01,"Moldova","Central and Eastern Europe",5.897,0.19997,-1.06804746279174,-0.635270789920063,0.52309,0.83132
"214",2016-01-01,"Russia","Central and Eastern Europe",5.856,0.02736,-0.916477606943363,0.674753493712018,0.58991,1.05261
"215",2016-01-01,"Poland","Central and Eastern Europe",5.835,0.14443,-0.744104045390305,0.707642856589462,0.69058,1.04685
"216",2016-01-01,"South Korea","Eastern Asia",5.835,0.18824,-0.54453256555667,0.983045826653131,0.88645,0.72194
"217",2016-01-01,"Bolivia","Latin America and Caribbean",5.822,0.21698,-0.541830785595024,-0.386964583081879,0.4697,0.83779
"218",2016-01-01,"Lithuania","Central and Eastern Europe",5.813,0.02025,-1.0755223873523,0.764235828084549,0.64674,1.06411
"219",2016-01-01,"Belarus","Central and Eastern Europe",5.802,0.13942,0.332735387990005,0.428361995545402,0.63104,1.04993
"220",2016-01-01,"North Cyprus","Western Europe",5.771,0.26322,0.253573235113758,0.866539439510998,0.84142,0.81826
"221",2016-01-01,"Slovenia","Central and Eastern Europe",5.768,0.25738,-0.912064699672673,0.837600678069827,0.79151,1.05613
"222",2016-01-01,"Peru","Latin America and Caribbean",5.743,0.14527,-0.762836386457722,0.10213441681998,0.62994,0.81255
